Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Search
PFIN,p & f industries ,8.22,29441508.24,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pfin,PFIN p & f industries 
SLS,sellas life sciences group  ,1.33,29295213.08,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls,SLS sellas life sciences group  
CCIH,chinacache international holdings ltd,1.2088,29206397.02,24161480,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/ccih,CCIH chinacache international holdings ltd
PAVM,pavmed ,1.06,28771557.74,,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavm,PAVM pavmed 
TRMT,tremont mortgage trust,8.999,28606174.18,,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt,TRMT tremont mortgage trust
OESX,orion energy systems ,0.965,28541750.96,,2015,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/oesx,OESX orion energy systems 
CBAT,cbak energy technology ,1.07,28512801.46,,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cbat,CBAT cbak energy technology 
AWSM,cool holdings ,3.65,28444150.7,,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm,AWSM cool holdings 
MYT,urban tea ,1.85,28046580.9,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/myt,MYT urban tea 
ALRN,aileron therapeutics ,1.9,28022102.5,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,ALRN aileron therapeutics 
DVCR,diversicare healthcare services ,4.29,27964656.72,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr,DVCR diversicare healthcare services 
AFH,atlas financial holdings ,2.32,27693770.4,,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,AFH atlas financial holdings 
MCEP,mid-con energy partners lp,0.905,27544692.22,,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep,MCEP mid-con energy partners lp
HJLI,hancock jaffe laboratories ,2.35,27535671.45,,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hjli,HJLI hancock jaffe laboratories 
IDXG,interpace diagnostics group ,0.9508,27282516.67,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/idxg,IDXG interpace diagnostics group 
SRAX,social reality ,2.69,27258657.7,,,Technology,Advertising,https://www.nasdaq.com/symbol/srax,SRAX social reality 
BVXV,biondvax pharmaceuticals ltd,4.7903,27232271.08,5684878,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxv,BVXV biondvax pharmaceuticals ltd
AKAO,achaogen ,0.5633,27154567.67,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao,AKAO achaogen 
BWEN,broadwind energy ,1.71,26861851.35,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/bwen,BWEN broadwind energy 
GRID,first trust nasdaq clean edge smart grid infrastructure index ,44.5299,26718029.06,,,,,https://www.nasdaq.com/symbol/grid,GRID first trust nasdaq clean edge smart grid infrastructure index 
OTIV,on track innovations ltd,0.645,26634873.17,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/otiv,OTIV on track innovations ltd
DRIO,dariohealth ,0.72,26321598,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio,DRIO dariohealth 
SNES,senestech ,1.12,26267018.4,,2016,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes,SNES senestech 
CTXR,citius pharmaceuticals ,1.41,26113707.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxr,CTXR citius pharmaceuticals 
BGRN,ishares global green bond etf,52.09,26045000,,,,,https://www.nasdaq.com/symbol/bgrn,BGRN ishares global green bond etf
ADOM,adomani ,0.3555,25856329.81,,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,ADOM adomani 
CNET,chinanet online holdings ,1.6,25812068.8,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cnet,CNET chinanet online holdings 
IMMP,immutep limited,2.28,25678741.68,11262606,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/immp,IMMP immutep limited
ISNS,image sensing systems ,4.85,25578284.05,,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/isns,ISNS image sensing systems 
JCS,communications systems ,2.779,25488746.23,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs,JCS communications systems 
ASLN,aslan pharmaceuticals limited,4.25,25388679.75,5973807,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,ASLN aslan pharmaceuticals limited
NVFY,nova lifestyle ,0.911,25191733.6,,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/nvfy,NVFY nova lifestyle 
PFI,invesco dwa financial momentum etf,33.349,25011750,,,,,https://www.nasdaq.com/symbol/pfi,PFI invesco dwa financial momentum etf
LLIT,lianluo smart limited,1.4199,24999591.46,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit,LLIT lianluo smart limited
RPIBC,managed portfolio series,99.97,24992500,,,,,https://www.nasdaq.com/symbol/rpibc,RPIBC managed portfolio series
ARCW,arc group worldwide ,1.06,24750446.68,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,ARCW arc group worldwide 
CLIR,clearsign combustion oration,0.9257,24713654.51,,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir,CLIR clearsign combustion oration
ALT,altimmune ,2.7,24511242.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt,ALT altimmune 
EDNT,edison nation ,4.85,24492519.4,,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt,EDNT edison nation 
ZKIN,zk international group co ltd,1.47,24340314.39,,2017,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/zkin,ZKIN zk international group co ltd
VALX,validea market legends etf,26.9303,24237270,,,,,https://www.nasdaq.com/symbol/valx,VALX validea market legends etf
DLPN,dolphin entertainment ,1.71,24150598.47,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn,DLPN dolphin entertainment 
RAVE,rave restaurant group ,1.6,24114097.6,,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/rave,RAVE rave restaurant group 
MYSZ,my size ,0.805,24031173.15,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz,MYSZ my size 
NXTD,nxt-id ,0.9501,24029892.15,,,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtd,NXTD nxt-id 
FAAR,first trust alternative absolute return strategy etf,26.645,23980553.29,,,,,https://www.nasdaq.com/symbol/faar,FAAR first trust alternative absolute return strategy etf
BIS,proshares ultrashort nasdaq biotechnology,16.13,23953017.74,,,,,https://www.nasdaq.com/symbol/bis,BIS proshares ultrashort nasdaq biotechnology
NVLN,novelion therapeutics  ,1.26,23854609.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvln,NVLN novelion therapeutics  
SPCB,supercom ltd,1.59,23783759.01,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb,SPCB supercom ltd
EPIX,essa pharma ,3.75,23666617.5,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix,EPIX essa pharma 
IGLD,internet gold golden lines ltd,0.8447,23654291.21,,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld,IGLD internet gold golden lines ltd
APDN,applied dna sciences ,0.65,23635337.05,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,APDN applied dna sciences 
MRIN,marin software orporated,4.08,23631360,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin,MRIN marin software orporated
SMCP,alphamark actively managed small cap etf,23.63,23630023.63,,,,,https://www.nasdaq.com/symbol/smcp,SMCP alphamark actively managed small cap etf
NEON,neonode ,2.67,23496835.71,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon,NEON neonode 
BMRA,biomerica ,2.51,23404889.07,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bmra,BMRA biomerica 
NETE,net element ,6.02,23255374.38,,,Technology,EDP Services,https://www.nasdaq.com/symbol/nete,NETE net element 
CYTR,cytrx oration,0.6901,23213239.44,,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr,CYTR cytrx oration
EVOK,evoke pharma ,1.33,23178618.89,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok,EVOK evoke pharma 
MKGI,monaker group ,2.41,23114203.96,,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi,MKGI monaker group 
ONTX,onconova therapeutics ,4.07,23094075.4,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontx,ONTX onconova therapeutics 
TLC,taiwan liposome company ltd,5.8499,22905575.95,3915550,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlc,TLC taiwan liposome company ltd
FCAL,first trust california municipal high ome etf,50.87,22891601.74,,,,,https://www.nasdaq.com/symbol/fcal,FCAL first trust california municipal high ome etf
PTNR,partner communications company ltd,4.21,22886608.29,5436249,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ptnr,PTNR partner communications company ltd
XBIO,xenetic biosciences ,2.19,22872116.91,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbio,XBIO xenetic biosciences 
RBZ,reebonz holding limited,8.5,22837120,,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rbz,RBZ reebonz holding limited
QUMU,qumu oration,2.38,22804964.84,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qumu,QUMU qumu oration
SYPR,sypris solutions ,1.06,22682072.92,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sypr,SYPR sypris solutions 
IMAC,imac holdings ,3.12,22598234.88,,2019,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/imac,IMAC imac holdings 
FPXI,first trust international equity opportunities etf,34.74,22581069.48,,,,,https://www.nasdaq.com/symbol/fpxi,FPXI first trust international equity opportunities etf
DVOL,first trust dorsey wright momentum & low volatility etf,20.4251,22467650.85,,,,,https://www.nasdaq.com/symbol/dvol,DVOL first trust dorsey wright momentum & low volatility etf
CTHR,charles & colvard ltd,1.04,22461991.76,,1997,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cthr,CTHR charles & colvard ltd
RBCN,rubicon technology ,8.1884,22450128.09,,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn,RBCN rubicon technology 
EVLV,evine live ,0.33,22400568.96,,,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv,EVLV evine live 
RWLK,rewalk robotics ltd,0.241,22218644.1,,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rwlk,RWLK rewalk robotics ltd
STRM,streamline health solutions ,1.1,22140473.3,,,Technology,EDP Services,https://www.nasdaq.com/symbol/strm,STRM streamline health solutions 
CYAN,cyanotech oration,3.75,21885412.5,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan,CYAN cyanotech oration
PSCM,invesco s&p smallcap materials etf,48.4936,21822120,,,,,https://www.nasdaq.com/symbol/pscm,PSCM invesco s&p smallcap materials etf
PTIE,pain therapeutics ,1.26,21696318,,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptie,PTIE pain therapeutics 
WCFB,wcf ban ,8.4602,21671157.63,,,Finance,Major Banks,https://www.nasdaq.com/symbol/wcfb,WCFB wcf ban 
CLGN,collplant holdings ltd,5.75,21643885.5,3764154,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn,CLGN collplant holdings ltd
CHIC,global x msci china communication services etf,26.97,21576000,,,,,https://www.nasdaq.com/symbol/chic,CHIC global x msci china communication services etf
ASTC,astrotech oration,3.74,21184713.88,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,ASTC astrotech oration
CPSH,cps technologies ,1.6,21125497.6,,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh,CPSH cps technologies 
VVPR,vivopower international plc,1.55,21013932.8,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/vvpr,VVPR vivopower international plc
ENG,englobal oration,0.76,20907080.92,,,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng,ENG englobal oration
CHEK,check-cap ltd,2.52,20757391.2,,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chek,CHEK check-cap ltd
CYAD,celyad sa,21.6,20726409.6,959556,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyad,CYAD celyad sa
SSLJ,ssljcom limited,0.47,20680000,,2018,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj,SSLJ ssljcom limited
LYL,dragon victory international limited,1.8026,20588204.82,,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl,LYL dragon victory international limited
RCON,recon technology ltd,0.98,20521820.34,,2009,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rcon,RCON recon technology ltd
DWSH,advisorshares dorsey wright short etf,24.8585,20508262.5,,,,,https://www.nasdaq.com/symbol/dwsh,DWSH advisorshares dorsey wright short etf
ACHV,achieve life sciences  ,3.01,20230520.03,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,ACHV achieve life sciences  
JSYN,jensyn acquistion ,10.96,19941522.72,,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn,JSYN jensyn acquistion 
GEVO,gevo ,2.3,19872995.9,,2011,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gevo,GEVO gevo 
CARZ,first trust nasdaq global auto index fund,33.06,19836066.12,,,,,https://www.nasdaq.com/symbol/carz,CARZ first trust nasdaq global auto index fund
GULF,wisdomtree middle east dividend fund,19.82,19820000,,,,,https://www.nasdaq.com/symbol/gulf,GULF wisdomtree middle east dividend fund
ATOS,atossa genetics ,3.51,19819397.52,,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,ATOS atossa genetics 
BASI,bioanalytical systems ,1.9,19551020.9,,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/basi,BASI bioanalytical systems 
IFMK,ifresh ,1.19,19465643.96,,,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/ifmk,IFMK ifresh 
TOPS,top ships ,0.8316,19390805.56,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tops,TOPS top ships 
CODX,co-diagnostics ,1.15,19376463.85,,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx,CODX co-diagnostics 
AEMD,aethlon medical ,1.01,19150110.05,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,AEMD aethlon medical 
CCNI,command center ,4.0247,18976154.62,,,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni,CCNI command center 
AMCN,airmedia group ,0.42,18974654.58,45177749,2007,Technology,Advertising,https://www.nasdaq.com/symbol/amcn,AMCN airmedia group 
LTBR,lightbridge oration,0.6072,18935063.24,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr,LTBR lightbridge oration
MDRR,medalist diversified reit ,8.15,18920893.3,,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mdrr,MDRR medalist diversified reit 
GROW,us global investors ,1.25,18920492.5,,,Finance,Investment Managers,https://www.nasdaq.com/symbol/grow,GROW us global investors 
TBLT,toughbuilt industries ,1.52,18914044,,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tblt,TBLT toughbuilt industries 
APVO,aptevo therapeutics ,0.82,18863512.06,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,APVO aptevo therapeutics 
AYTU,aytu bioscience ,1.51,18807706.85,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu,AYTU aytu bioscience 
SPI,spi energy co ltd,2.59,18805140.48,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi,SPI spi energy co ltd
RNLC,first trust large cap us equity select etf,22.11,18793544.22,,,,,https://www.nasdaq.com/symbol/rnlc,RNLC first trust large cap us equity select etf
AMTX,aemetis ,0.9233,18784941.98,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,AMTX aemetis 
CBLI,cleveland biolabs ,1.65,18642094.35,,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli,CBLI cleveland biolabs 
FCSC,fibrocell science ,1.9,18540830.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc,FCSC fibrocell science 
ANCN,anchiano therapeutics ltd,6.99,18538696.26,2652174,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ancn,ANCN anchiano therapeutics ltd
ADRA,invesco bldrs asia 50 adr index fund,30.8901,18534060,,,,,https://www.nasdaq.com/symbol/adra,ADRA invesco bldrs asia 50 adr index fund
TWMC,trans world entertainment ,0.5101,18495633.77,,,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/twmc,TWMC trans world entertainment 
RAND,rand capital oration,2.8995,18330604.21,,,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/rand,RAND rand capital oration
GENY,pripal millennials index etf,36.53,18265036.53,,,,,https://www.nasdaq.com/symbol/geny,GENY pripal millennials index etf
DGLD,credit suisse ag,45.17,18249131.7,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld,DGLD credit suisse ag
GNUS,genius brands international ,1.9,18024965.6,,,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gnus,GNUS genius brands international 
NVCN,neovasc ,0.4604,18014675.77,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcn,NVCN neovasc 
SEEL,seelos therapeutics ,2.85,17732654.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/seel,SEEL seelos therapeutics 
LENS,presbia plc,1.03,17713068.62,,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lens,LENS presbia plc
DYNT,dynatronics oration,2.14,17683988.44,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt,DYNT dynatronics oration
EYEG,eyegate pharmaceuticals ,0.4,17516294.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg,EYEG eyegate pharmaceuticals 
IIJI,internet initiative japan ,10.45,17505651.9,1675182,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji,IIJI internet initiative japan 
MILN,global x millennials thematic etf,23.32,17493474.68,,,,,https://www.nasdaq.com/symbol/miln,MILN global x millennials thematic etf
EDRY,eurodry ltd,7.75,17469507.5,,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry,EDRY eurodry ltd
NDRA,endra life sciences ,2.34,17368982.28,,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra,NDRA endra life sciences 
NAOV,nanovibronix ,4.05,17328066.75,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov,NAOV nanovibronix 
DRAD,digirad oration,0.85,17230398.45,,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad,DRAD digirad oration
ERYP,erytech pharma sa,9.0101,17159167.81,1904437,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp,ERYP erytech pharma sa
NCTY,the9 limited,1.85,17011384.55,9195343,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ncty,NCTY the9 limited
SNGX,soligenix ,0.9601,16977293.72,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx,SNGX soligenix 
DYSL,dynasil oration of america,0.971,16959043.22,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl,DYSL dynasil oration of america
DXYN,the dixie group ,1.03,16852748.76,,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn,DXYN the dixie group 
IZEA,izea worldwide ,1.39,16781513.09,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea,IZEA izea worldwide 
TUSA,first trust total us market alphadex etf,33.4,16700066.8,,,,,https://www.nasdaq.com/symbol/tusa,TUSA first trust total us market alphadex etf
BIQI,renmin tianli group ,2.07,16629852.15,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/biqi,BIQI renmin tianli group 
TC,tuanche limited,6.3,16380000,2600000,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tc,TC tuanche limited
WHLR,wheeler real estate investment trust ,1.68,16282697.76,,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlr,WHLR wheeler real estate investment trust 
DFFN,diffusion pharmaceuticals ,4.82,16273423.78,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn,DFFN diffusion pharmaceuticals 
GEMP,gemphire therapeutics ,1.14,16262568.54,,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gemp,GEMP gemphire therapeutics 
USAU,us gold ,0.89,16165695.67,,,,,https://www.nasdaq.com/symbol/usau,USAU us gold 
DVLU,first trust dorsey wright momentum & value etf,17.9403,16146305.88,,,,,https://www.nasdaq.com/symbol/dvlu,DVLU first trust dorsey wright momentum & value etf
DWCR,arrow dwa country rotation etf,26.809,16085400,,,,,https://www.nasdaq.com/symbol/dwcr,DWCR arrow dwa country rotation etf
BKYI,bio-key international ,1.15,16074548.2,,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bkyi,BKYI bio-key international 
PSET,pripal price setters index etf,35.31,15889535.31,,,,,https://www.nasdaq.com/symbol/pset,PSET pripal price setters index etf
ISIG,insignia systems ,1.3299,15888960.3,,1991,Consumer Services,Advertising,https://www.nasdaq.com/symbol/isig,ISIG insignia systems 
IKNX,ikonics oration,8.0001,15868622.36,,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/iknx,IKNX ikonics oration
EDGE,edge therapeutics ,0.5036,15868346.36,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edge,EDGE edge therapeutics 
SHIP,seanergy maritime holdings ,0.4154,15865516.76,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship,SHIP seanergy maritime holdings 
CAPR,capricor therapeutics ,0.5103,15853673.3,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/capr,CAPR capricor therapeutics 
AMRH,ameri holdings ,0.399,15803420.03,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,AMRH ameri holdings 
TRPX,therapix biosciences ltd,4.55,15718834.95,3454689,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx,TRPX therapix biosciences ltd
CADC,china advanced construction materials group ,2.81,15692799.06,,,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/cadc,CADC china advanced construction materials group 
FLAG,exchange traded concepts trust flag-forensic accounting long-s,39.2142,15685680,,,,,https://www.nasdaq.com/symbol/flag,FLAG exchange traded concepts trust flag-forensic accounting long-s
DAX,global x dax germany etf,25.9071,15544260,,,,,https://www.nasdaq.com/symbol/dax,DAX global x dax germany etf
TISA,top image systems ltd,0.8367,15449445.45,,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tisa,TISA top image systems ltd
TYHT,shineco ,0.675,15438446.1,,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht,TYHT shineco 
EVOL,evolving systems ,1.27,15388607.78,,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol,EVOL evolving systems 
MARA,marathon patent group ,0.6003,15319619.98,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara,MARA marathon patent group 
ICON,iconix brand group ,2.02,15188905.2,,,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/icon,ICON iconix brand group 
JSMD,janus henderson small/mid cap growth alpha etf,43.1099,15174684.8,,,,,https://www.nasdaq.com/symbol/jsmd,JSMD janus henderson small/mid cap growth alpha etf
TROV,trovagene ,3.77,15137326.62,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/trov,TROV trovagene 
RNMC,first trust mid cap us equity select etf,21.4545,15018192.91,,,,,https://www.nasdaq.com/symbol/rnmc,RNMC first trust mid cap us equity select etf
FPAY,flexshopper ,0.845,14854990.15,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpay,FPAY flexshopper 
EFOI,energy focus ,1.22,14735355.2,,,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi,EFOI energy focus 
NVIV,invivo therapeutics holdings ,1.5812,14715050.41,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv,NVIV invivo therapeutics holdings 
EMXC,ishares msci emerging markets ex china etf,48.9597,14687910,,,,,https://www.nasdaq.com/symbol/emxc,EMXC ishares msci emerging markets ex china etf
KOSS,koss oration,1.9799,14660824.9,,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss,KOSS koss oration
FONE,first trust nasdaq smartphone index fund,48.74,14622097.48,,,,,https://www.nasdaq.com/symbol/fone,FONE first trust nasdaq smartphone index fund
SUMR,summer infant ,0.78,14531194.86,,,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr,SUMR summer infant 
LIVE,live ventures orporated,7.42,14412815.76,,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live,LIVE live ventures orporated
CGIX,cancer genetics ,0.2544,14316670.88,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cgix,CGIX cancer genetics 
FORD,forward industries ,1.5,14300776.5,,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/ford,FORD forward industries 
EARS,auris medical holding ag,0.38,14248426.42,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,EARS auris medical holding ag
SMMT,summit therapeutics plc,2.0288,14130326.23,6964869,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt,SMMT summit therapeutics plc
GNMX,aevi genomic medicine ,0.2181,14125656.96,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx,GNMX aevi genomic medicine 
PY,pripal shareholder yield index etf,31.37,14116531.37,,,,,https://www.nasdaq.com/symbol/py,PY pripal shareholder yield index etf
AEY,addvantage technologies group ,1.36,14091357.12,,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,AEY addvantage technologies group 
STAF,staffing 360 solutions ,1.73,14089410.64,,,Technology,Professional Services,https://www.nasdaq.com/symbol/staf,STAF staffing 360 solutions 
LIFE,atyr pharma ,0.468,14051018.12,,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,LIFE atyr pharma 
ACT,advisorshares vice etf,25.42,13981000,,,,,https://www.nasdaq.com/symbol/act,ACT advisorshares vice etf
